Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,Station,Year,Date,Time In,Time Out,Bait,Vis,FOV Bias,Habitat,Family,Genus,Species,Code,MaxN,Has fed
L00006.MTS,7130,21.1293,Bottom Time,16.4227,SA04.120819,NWM,9.37,,SA04.120819,2019,12/08/2019,10:30,11:49,Mackerel,1,2,Algae,Labridae,Ctenolabrus,rupestris,GOW,2,No
L00005.MTS,11533,7.6887,Bottom Time,2.982,SA04.120819,NWM,9.37,,SA04.120819,2019,12/08/2019,10:30,11:49,Mackerel,1,2,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00006.MTS,10623,7.082,Bottom Time,2.686,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Asteriidae,Asterias,rubens,CSF,1,No
L00009.MTS,18047,60.806,Bottom Time,56.41,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Cancridae,Cancer,pagurus,BRC,1,No
L00006.MTS,13202,8.8013,Bottom Time,4.4053,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Gadidae,Gadus,morhua,COD,3,No
L00007.MTS,14160,25.8313,Bottom Time,21.4353,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Gobiidae,Pomatoschistus,pictus,PGO,1,No
L00007.MTS,17539,28.084,Bottom Time,23.688,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Paguridae,Pagurus,bernhardus,HRC,1,No
L00009.MTS,12956,57.412,Bottom Time,53.016,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Pleuronectidae,Limanda,limanda,CDA,1,No
L00006.MTS,15335,10.2233,Bottom Time,5.8273,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Portunidae,Necora,puber,VSC,2,No
L00007.MTS,7900,21.658,Bottom Time,17.262,SA05.120819,NWM,13.3,,SA05.120819,2019,12/08/2019,10:57,11:59,Mackerel,3,3,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,2,No
L00008.MTS,22385,31.2993,Bottom Time,25.4207,SA06.120819,NWM,32.4,,SA06.120819,2019,12/08/2019,11:42,12:22,Mackerel,2,2,Mud,Gadidae,Gadus,morhua,COD,1,No
L00008.MTS,23852,32.2773,Bottom Time,26.3987,SA06.120819,NWM,32.4,,SA06.120819,2019,12/08/2019,11:42,12:22,Mackerel,2,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
L00009.MTS,1767,33.7367,Bottom Time,27.858,SA06.120819,NWM,32.4,,SA06.120819,2019,12/08/2019,11:42,12:22,Mackerel,2,2,Mud,Gadidae,Merlangius,merlangus,WHI,15,No
L00008.MTS,20797,30.2407,Bottom Time,24.362,SA06.120819,NWM,32.4,,SA06.120819,2019,12/08/2019,11:42,12:22,Mackerel,2,2,Mud,Galatheidae,Munida,rugosa,SQL,1,No
L00009.MTS,1920,33.8387,Bottom Time,27.96,SA06.120819,NWM,32.4,,SA06.120819,2019,12/08/2019,11:42,12:22,Mackerel,2,2,Mud,Pleuronectidae,Limanda,limanda,CDA,1,No
L00008.MTS,2773,18.2247,Bottom Time,12.346,SA06.120819,NWM,32.4,,SA06.120819,2019,12/08/2019,11:42,12:22,Mackerel,2,2,Mud,Portunidae,Necora,puber,VSC,1,No
L00010.MTS,12682,8.4547,Bottom Time,3.7153,SA07.130819,NWM,10.7,,SA07.130819,2019,13/08/2019,09:48,10:49,Mackerel,2,2,Sand,Gadidae,Gadus,morhua,COD,2,No
L00011.MTS,15664,26.8427,Bottom Time,22.1033,SA07.130819,NWM,10.7,,SA07.130819,2019,13/08/2019,09:48,10:49,Mackerel,2,2,Sand,Gobiidae,Pomatoschistus,pictus,PGO,1,No
L00012.MTS,20104,46.002,Bottom Time,41.2627,SA07.130819,NWM,10.7,,SA07.130819,2019,13/08/2019,09:48,10:49,Mackerel,2,2,Sand,Portunidae,Carcinus,maenas,SHC,1,No
L00012.MTS,1139,33.3587,Bottom Time,28.6193,SA07.130819,NWM,10.7,,SA07.130819,2019,13/08/2019,09:48,10:49,Mackerel,2,2,Sand,Portunidae,Necora,puber,VSC,1,No
L00011.MTS,10344,23.296,Bottom Time,18.5567,SA07.130819,NWM,10.7,,SA07.130819,2019,13/08/2019,09:48,10:49,Mackerel,2,2,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00014.MTS,2680,66.792,Bottom Time,61.3947,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Callionmidae,Callionymus,lyra,DRA,1,No
L00010.MTS,10383,6.922,Bottom Time,1.5247,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Gadidae,Gadus,morhua,COD,1,No
L00013.MTS,11700,56.6133,Bottom Time,51.216,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,7,No
L00012.MTS,1630,33.6933,Bottom Time,28.296,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Gadidae,Merlangius,merlangus,WHI,4,No
L00013.MTS,19990,62.14,Bottom Time,56.7427,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Paguridae,Pagurus,bernhardus,HRC,1,No
L00010.MTS,10317,6.878,Bottom Time,1.4807,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Pleuronectidae,Limanda,limanda,CDA,2,No
L00010.MTS,21407,14.2713,Bottom Time,8.874,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Portunidae,Necora,puber,VSC,1,No
L00011.MTS,20380,29.9867,Bottom Time,24.5893,SA08.130819,NWM,22.9,,SA08.130819,2019,13/08/2019,09:56,11:04,Mackerel,2,2,Gravel,Triglidae,Eutrigla,gurnardus,GGU,1,No
L00014.MTS,20216,62.2673,Bottom Time,56.71,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Callionmidae,Callionymus,lyra,DRA,1,No
L00012.MTS,4795,19.588,Bottom Time,14.0307,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Gadidae,Gadus,morhua,COD,1,No
L00013.MTS,17709,44.3967,Bottom Time,38.8393,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
L00015.MTS,11801,72.8493,Bottom Time,67.292,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Gadidae,Merlangius,merlangus,WHI,2,No
L00012.MTS,4315,19.268,Bottom Time,13.7107,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Galatheidae,Munida,rugosa,SQL,4,No
L00011.MTS,9321,6.214,Bottom Time,0.6567,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Pleuronectidae,Limanda,limanda,CDA,1,No
L00015.MTS,3989,67.6413,Bottom Time,62.084,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Portunidae,Necora,puber,VSC,1,No
L00012.MTS,7995,21.7213,Bottom Time,16.164,SA09.130819,NWM,38.8,,SA09.130819,2019,13/08/2019,10:10,11:20,Mackerel,1,2,Mud,Triglidae,Eutrigla,gurnardus,GGU,2,No
L00017.MTS,20600,46.324,Bottom Time,40.4187,SA10.130819,NWM,9.7,,SA10.130819,2019,13/08/2019,10:59,12:01,Mackerel,3,2,Sand,Gadidae,Gadus,morhua,COD,7,No
L00017.MTS,119,32.67,Bottom Time,26.7647,SA10.130819,NWM,9.7,,SA10.130819,2019,13/08/2019,10:59,12:01,Mackerel,3,2,Sand,Gobiidae,Pomatoschistus,pictus,PGO,1,No
L00018.MTS,23696,64.5873,Bottom Time,58.682,SA10.130819,NWM,9.7,,SA10.130819,2019,13/08/2019,10:59,12:01,Mackerel,3,2,Sand,Paguridae,Pagurus,bernhardus,HRC,1,No
L00016.MTS,2427,18.0093,Bottom Time,12.104,SA10.130819,NWM,9.7,,SA10.130819,2019,13/08/2019,10:59,12:01,Mackerel,3,2,Sand,Portunidae,Necora,puber,VSC,1,No
L00017.MTS,11832,40.4787,Bottom Time,34.5733,SA10.130819,NWM,9.7,,SA10.130819,2019,13/08/2019,10:59,12:01,Mackerel,3,2,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00019.MTS,0,64.9887,Bottom Time,60.3267,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Asteriidae,Asterias,rubens,CSF,3,No
L00015.MTS,12781,8.5207,Bottom Time,3.8587,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Cionidae,Ciona,intestinalis,VTC,15,No
L00016.MTS,10810,23.598,Bottom Time,18.936,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Gadidae,Gadus,morhua,COD,1,No
L00018.MTS,16635,59.8793,Bottom Time,55.2173,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Paguridae,Pagurus,bernhardus,HRC,1,No
L00016.MTS,18492,28.7193,Bottom Time,24.0573,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Pholidae,Pholis,gunnellus,BTF,1,No
L00016.MTS,5018,19.7367,Bottom Time,15.0747,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Portunidae,Carcinus,maenas,SHC,1,No
L00018.MTS,21191,62.9167,Bottom Time,58.2547,SA11.130819,NWM,18.4,,SA11.130819,2019,13/08/2019,11:14,12:20,Mackerel,3,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00016.MTS,10383,6.922,Bottom Time,0.262,SA12.130819,NWM,39,,SA12.130819,2019,13/08/2019,11:34,12:42,Mackerel,1,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
L00018.MTS,6685,37.0473,Bottom Time,30.3873,SA12.130819,NWM,39,,SA12.130819,2019,13/08/2019,11:34,12:42,Mackerel,1,2,Mud,Gadidae,Merlangius,merlangus,WHI,15,No
L00019.MTS,8553,54.492,Bottom Time,47.832,SA12.130819,NWM,39,,SA12.130819,2019,13/08/2019,11:34,12:42,Mackerel,1,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
L00020.MTS,18053,12.0353,Bottom Time,6.9527,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Asteriidae,Asterias,rubens,CSF,1,No
L00021.MTS,6121,20.472,Bottom Time,15.3893,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Callionmidae,Callionymus,lyra,DRA,1,No
L00021.MTS,10409,23.3307,Bottom Time,18.248,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Gadidae,Gadus,morhua,COD,2,No
L00021.MTS,4197,19.1893,Bottom Time,14.1067,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Gobiidae,Pomatoschistus,pictus,PGO,2,No
L00020.MTS,23736,15.824,Bottom Time,10.7413,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Pleuronectidae,Limanda,limanda,CDA,1,No
L00020.MTS,9725,6.4833,Bottom Time,1.4007,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Portunidae,Carcinus,maenas,SHC,3,No
L00021.MTS,3749,18.8907,Bottom Time,13.808,SA13.130819,NWM,8.85,,SA13.130819,2019,13/08/2019,12:15,13:18,Mackerel,3,2,Sand,Portunidae,Necora,puber,VSC,1,No
L00021.MTS,2340,17.9673,Bottom Time,13.388,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Callionmidae,Callionymus,lyra,DRA,1,No
L00020.MTS,15995,10.6633,Bottom Time,6.084,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Gadidae,Melanogrammus,aeglefinus,HAD,7,No
L00022.MTS,19799,45.8227,Bottom Time,41.2433,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Gadidae,Merlangius,merlangus,WHI,22,No
L00020.MTS,18448,12.2987,Bottom Time,7.7193,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Paguridae,Pagurus,bernhardus,HRC,1,No
L00021.MTS,4202,19.2087,Bottom Time,14.6293,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Pleuronectidae,Limanda,limanda,CDA,3,No
L00022.MTS,15860,43.1967,Bottom Time,38.6173,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Portunidae,Necora,puber,VSC,2,No
L00020.MTS,11223,7.482,Bottom Time,2.9027,SA14.130819,NWM,20.4,,SA14.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Sand,Triglidae,Eutrigla,gurnardus,GGU,1,No
L00022.MTS,22928,31.6767,Bottom Time,26.514,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
L00023.MTS,16259,43.43,Bottom Time,38.2673,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Gadidae,Merlangius,merlangus,WHI,8,No
L00023.MTS,21589,46.9833,Bottom Time,41.8207,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Galatheidae,Munida,rugosa,SQL,1,No
L00022.MTS,18625,28.808,Bottom Time,23.6453,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Ophiothricidae,Ophiothrix,fragilis,CBS,1,No
L00023.MTS,10690,39.7173,Bottom Time,34.5547,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
L00023.MTS,21133,46.6793,Bottom Time,41.5167,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Portunidae,Necora,puber,VSC,1,No
L00021.MTS,9695,6.4633,Bottom Time,1.3007,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00024.MTS,3045,50.82,Bottom Time,45.6573,SA15.130819,NWM,20.4,,SA15.130819,2019,13/08/2019,12:33,13:35,Mackerel,2,2,Mud,Triglidae,Eutrigla,gurnardus,GGU,1,No
L00025.MTS,15298,10.1987,Bottom Time,4.84,SA16.140819,NWM,30.1,,SA16.140819,2019,14/08/2019,10:05,11:10,Mackerel,2,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
L00028.MTS,16236,59.582,Bottom Time,54.2233,SA16.140819,NWM,30.1,,SA16.140819,2019,14/08/2019,10:05,11:10,Mackerel,2,2,Mud,Gadidae,Merlangius,merlangus,WHI,2,No
L00025.MTS,9304,6.2027,Bottom Time,0.844,SA16.140819,NWM,30.1,,SA16.140819,2019,14/08/2019,10:05,11:10,Mackerel,2,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
L00025.MTS,18910,12.6067,Bottom Time,6.3713,SA17.140819,NWM,13.8,,SA17.140819,2019,14/08/2019,10:23,11:30,Mackerel,2,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
L00028.MTS,8452,54.3927,Bottom Time,48.1573,SA17.140819,NWM,13.8,,SA17.140819,2019,14/08/2019,10:23,11:30,Mackerel,2,2,AGP,Portunidae,Necora,puber,VSC,1,No
L00025.MTS,18143,12.0953,Bottom Time,5.86,SA17.140819,NWM,13.8,,SA17.140819,2019,14/08/2019,10:23,11:30,Mackerel,2,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00025.MTS,11614,7.7427,Bottom Time,0.4533,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Asteriidae,Asterias,rubens,CSF,1,No
L00025.MTS,11614,7.7427,Bottom Time,0.4533,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
L00025.MTS,11089,7.3927,Bottom Time,0.1033,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Gadidae,Gadus,morhua,COD,5,No
L00025.MTS,14321,9.5473,Bottom Time,2.258,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Gobiidae,Gobiusculus,flavescens,TSG,1,No
L00026.MTS,7285,21.24,Bottom Time,13.9507,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Labridae,Ctenolabrus,rupestris,GOW,1,No
L00027.MTS,11073,39.9573,Bottom Time,32.668,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Labridae,Labrus,bergylta,BAW,1,No
L00028.MTS,3843,51.3367,Bottom Time,44.0473,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Portunidae,Carcinus,maenas,SHC,1,No
L00026.MTS,11569,24.096,Bottom Time,16.8067,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Portunidae,Necora,puber,VSC,2,No
L00028.MTS,11778,56.6267,Bottom Time,49.3373,SA18.140819,NWM,8.85,,SA18.140819,2019,14/08/2019,10:37,11:42,Mackerel,2,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,2,No
L00031.MTS,142,16.4707,Bottom Time,11.744,SA19.140819,NWM,31.5,,SA19.140819,2019,14/08/2019,11:26,12:29,Mackerel,2,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
L00032.MTS,15885,43.1487,Bottom Time,38.422,SA19.140819,NWM,31.5,,SA19.140819,2019,14/08/2019,11:26,12:29,Mackerel,2,2,Gravel,Gadidae,Merlangius,merlangus,WHI,1,No
L00033.MTS,9403,55.0433,Bottom Time,49.5853,SA20.140819,NWM,14.4,Frame 3,SA20.140819,2019,14/08/2019,11:45,12:56,Mackerel,2,2,AGP,Callionmidae,Callionymus,lyra,DRA,1,No
L00031.MTS,2033,17.7387,Bottom Time,12.2807,SA20.140819,NWM,14.4,Frame 3,SA20.140819,2019,14/08/2019,11:45,12:56,Mackerel,2,2,AGP,Gadidae,Gadus,morhua,COD,2,No
L00030.MTS,5334,3.556,Landing Time,1.1127,SA20.140819,NWM,14.4,Frame 3,SA20.140819,2019,14/08/2019,11:45,12:56,Mackerel,2,2,AGP,Gobiidae,Pomatoschistus,pictus,PGO,1,No
L00030.MTS,4672,3.1147,Landing Time,0.6713,SA20.140819,NWM,14.4,Frame 3,SA20.140819,2019,14/08/2019,11:45,12:56,Mackerel,2,2,AGP,Portunidae,Carcinus,maenas,SHC,1,No
L00030.MTS,8080,5.3867,Landing Time,2.9433,SA20.140819,NWM,14.4,Frame 3,SA20.140819,2019,14/08/2019,11:45,12:56,Mackerel,2,2,AGP,Portunidae,Necora,puber,VSC,2,No
L00031.MTS,1185,17.1733,Bottom Time,11.7153,SA20.140819,NWM,14.4,Frame 3,SA20.140819,2019,14/08/2019,11:45,12:56,Mackerel,2,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00031.MTS,17229,11.838,Bottom Time,7.03,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
L00031.MTS,8566,6.0627,Bottom Time,1.2547,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Gadidae,Pollachius,pollachius,POL,4,No
L00035.MTS,22022,79.9907,Bottom Time,75.1827,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Gobiidae,Gobiusculus,flavescens,TSG,49,No
L00035.MTS,23826,81.1933,Bottom Time,76.3853,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Labridae,Ctenolabrus,rupestris,GOW,2,No
L00031.MTS,8881,6.2727,Bottom Time,1.4647,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Labridae,Labrus,bergylta,BAW,2,No
L00033.MTS,3392,35.1867,Bottom Time,30.3787,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Labridae,Symphodus,melops,COW,1,No
L00032.MTS,2701,18.536,Bottom Time,13.728,SA21.140819,NWM,9.21,Frame 1,SA21.140819,2019,14/08/2019,12:02,13:22,Mackerel,2,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,2,No
L00036.MTS,9918,22.988,Bottom Time,17.5447,SA22.140819,NWM,36,Frame 2,SA22.140819,2019,14/08/2019,12:46,13:47,Mackerel,1,1,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
L00037.MTS,5990,36.552,Bottom Time,31.1087,SA22.140819,NWM,36,Frame 2,SA22.140819,2019,14/08/2019,12:46,13:47,Mackerel,1,1,Mud,Gadidae,Merlangius,merlangus,WHI,8,No
L00036.MTS,19786,29.5667,Bottom Time,24.1233,SA22.140819,NWM,36,Frame 2,SA22.140819,2019,14/08/2019,12:46,13:47,Mackerel,1,1,Mud,Galatheidae,Munida,rugosa,SQL,3,No
L00036.MTS,5670,20.156,Bottom Time,14.7127,SA22.140819,NWM,36,Frame 2,SA22.140819,2019,14/08/2019,12:46,13:47,Mackerel,1,1,Mud,Portunidae,Carcinus,maenas,SHC,1,No
L00037.MTS,17108,43.964,Bottom Time,38.5207,SA22.140819,NWM,36,Frame 2,SA22.140819,2019,14/08/2019,12:46,13:47,Mackerel,1,1,Mud,Portunidae,Necora,puber,VSC,1,No
L00035.MTS,18014,12.0093,Bottom Time,6.998,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Callionmidae,Callionymus,lyra,DRA,1,No
L00037.MTS,4297,35.464,Bottom Time,30.4527,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Gadidae,Gadus,morhua,COD,2,No
L00035.MTS,7731,5.154,Bottom Time,0.1427,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Ophiothricidae,Ophiothrix,fragilis,CBS,23,No
L00036.MTS,23944,32.354,Bottom Time,27.3427,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Paguridae,Pagurus,bernhardus,HRC,1,No
L00035.MTS,8485,5.6567,Bottom Time,0.6453,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Pectinidae,Aequipecten,opercularis,QSC,1,No
L00035.MTS,12065,8.0433,Bottom Time,3.032,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Portunidae,Carcinus,maenas,SHC,1,No
L00039.MTS,1653,66.1147,Bottom Time,61.1033,SA23.140819,NWM,17.7,Frame 3,SA23.140819,2019,14/08/2019,13:13,14:16,Mackerel,3,2,Sand,Portunidae,Necora,puber,VSC,1,No
L00037.MTS,21913,14.6087,Bottom Time,10.4147,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Asteriidae,Asterias,rubens,CSF,1,No
L00038.MTS,587,16.7827,Bottom Time,12.5887,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Callionmidae,Callionymus,lyra,DRA,1,No
L00038.MTS,13952,25.6927,Bottom Time,21.4987,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Cancridae,Cancer,pagurus,BRC,1,No
L00037.MTS,24128,16.0853,Bottom Time,11.8913,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Gadidae,Gadus,morhua,COD,1,No
L00037.MTS,16433,10.9553,Bottom Time,6.7613,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Gobiidae,Pomatoschistus,pictus,PGO,1,No
L00039.MTS,4598,35.656,Bottom Time,31.462,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Paguridae,Pagurus,bernhardus,HRC,1,No
L00038.MTS,8616,22.1353,Bottom Time,17.9413,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Pleuronectidae,Limanda,limanda,CDA,1,No
L00038.MTS,6859,20.964,Bottom Time,16.77,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Portunidae,Carcinus,maenas,SHC,2,No
L00040.MTS,7116,53.5427,Bottom Time,49.3487,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Portunidae,Necora,puber,VSC,3,No
L00038.MTS,7363,21.3,Bottom Time,17.106,SA24.140819,NWM,8.14,Frame 1,SA24.140819,2019,14/08/2019,13:32,14:34,Mackerel,3,2,Sand,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
L00042.MTS,19044,45.2793,Bottom Time,40.3087,SA25.150819,NWM,10.5,Frame 3,SA25.150819,2019,15/08/2019,10:52,11:54,Mackerel,3,2,Sand,Asteriidae,Asterias,rubens,CSF,1,No
