Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,Station,Year,Date,Time In,Time Out,Bait,Vis,FOV Bias,Habitat,Family,Genus,Species,Code,MaxN,Has fed
00002.MTS,3362,34.8293,Bottom Time,27.4073,SA_19,NWM,34.7,,SA19.060718,2018,06/07/2018,09:47,10:55,Mackerel,1,2,Mud,Paguridae,Pagurus,bernhardus,HRC,6,No
00001.MTS,1485,17.386,Bottom Time,9.964,SA_19,NWM,34.7,,SA19.060718,2018,06/07/2018,09:47,10:55,Mackerel,1,2,Mud,Pleuronectidae,Limanda,limanda,CDA,1,No
00001.MTS,11726,24.2207,Bottom Time,14.8027,SA_20,NWM,23.7,,SA20.060718,2018,06/07/2018,10:03,11:23,Mackerel,2,3,Gravel,Cancridae,Cancer,pagurus,BRC,1,No
00000.MTS,14129,9.4193,Bottom Time,0.0013,SA_20,NWM,23.7,,SA20.060718,2018,06/07/2018,10:03,11:23,Mackerel,2,3,Gravel,Cionidae,Ciona,intestinalis,VTC,4,No
00002.MTS,4230,35.4313,Bottom Time,26.0133,SA_20,NWM,23.7,,SA20.060718,2018,06/07/2018,10:03,11:23,Mackerel,2,3,Gravel,Portunidae,Carcinus,maenas,SHC,1,No
00002.MTS,18186,44.7353,Bottom Time,35.3173,SA_20,NWM,23.7,,SA20.060718,2018,06/07/2018,10:03,11:23,Mackerel,2,3,Gravel,Portunidae,Necora,puber,VSC,1,No
00001.MTS,3190,18.53,Bottom Time,9.112,SA_20,NWM,23.7,,SA20.060718,2018,06/07/2018,10:03,11:23,Mackerel,2,3,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00003.MTS,5901,52.7287,Bottom Time,47.3947,SA_21,NWM,8.34,Right cam fail,SA21.060718,2018,06/07/2018,10:14,11:31,Mackerel,2,1,Algae,Gadidae,Gadus,morhua,COD,1,No
00000.MTS,17438,11.6253,Bottom Time,6.2913,SA_21,NWM,8.34,Right cam fail,SA21.060718,2018,06/07/2018,10:14,11:31,Mackerel,2,1,Algae,Gadidae,Pollachius,pollachius,POL,2,No
00001.MTS,24105,32.466,Bottom Time,27.132,SA_21,NWM,8.34,Right cam fail,SA21.060718,2018,06/07/2018,10:14,11:31,Mackerel,2,1,Algae,Gobiidae,Gobiusculus,flavescens,TSG,8,No
00001.MTS,3293,18.5913,Bottom Time,13.2573,SA_21,NWM,8.34,Right cam fail,SA21.060718,2018,06/07/2018,10:14,11:31,Mackerel,2,1,Algae,Labridae,Ctenolabrus,rupestris,GOW,1,No
00001.MTS,16440,27.356,Bottom Time,22.022,SA_21,NWM,8.34,Right cam fail,SA21.060718,2018,06/07/2018,10:14,11:31,Mackerel,2,1,Algae,Labridae,Labrus,mixtus,CUW,1,No
00006.MTS,18715,28.868,Bottom Time,23.7053,SA_22,NWM,37.4,,SA22.060718,2018,06/07/2018,11:12,12:37,Mackerel,2,2,Gravel,Callionmidae,Callionymus,lyra,DRA,1,No
00008.MTS,6841,53.3433,Bottom Time,48.1807,SA_22,NWM,37.4,,SA22.060718,2018,06/07/2018,11:12,12:37,Mackerel,2,2,Gravel,Gadidae,Gadus,morhua,COD,2,No
00006.MTS,5286,19.9153,Bottom Time,14.7527,SA_22,NWM,37.4,,SA22.060718,2018,06/07/2018,11:12,12:37,Mackerel,2,2,Gravel,Galatheidae,Munida,rugosa,SQL,2,No
00008.MTS,7786,37.8213,Bottom Time,32.832,SA_23,NWM,24.6,Frame 3,SA23.060718,2018,06/07/2018,11:32,12:37,Mackerel,3,2,Gravel,Callionmidae,Callionymus,lyra,DRA,1,No
00009.MTS,16003,59.5153,Bottom Time,54.526,SA_23,NWM,24.6,Frame 3,SA23.060718,2018,06/07/2018,11:32,12:37,Mackerel,3,2,Gravel,Gadidae,Gadus,morhua,COD,1,No
00008.MTS,13872,41.8787,Bottom Time,36.8893,SA_23,NWM,24.6,Frame 3,SA23.060718,2018,06/07/2018,11:32,12:37,Mackerel,3,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00009.MTS,15198,58.9787,Bottom Time,53.9893,SA_23,NWM,24.6,Frame 3,SA23.060718,2018,06/07/2018,11:32,12:37,Mackerel,3,2,Gravel,Gadidae,Merlangius,merlangus,WHI,2,No
00006.MTS,8028,5.352,Bottom Time,0.3627,SA_23,NWM,24.6,Frame 3,SA23.060718,2018,06/07/2018,11:32,12:37,Mackerel,3,2,Gravel,Ophiothricidae,Ophiothrix,fragilis,CBS,4,No
00008.MTS,19768,45.8093,Bottom Time,40.82,SA_23,NWM,24.6,Frame 3,SA23.060718,2018,06/07/2018,11:32,12:37,Mackerel,3,2,Gravel,Pleuronectidae,Limanda,limanda,CDA,1,No
00010.MTS,164,65.0987,Bottom Time,59.2,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Asteriidae,Asterias,rubens,CSF,1,No
00007.MTS,23326,31.942,Bottom Time,26.0433,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Cancridae,Cancer,pagurus,BRC,1,No
00006.MTS,22244,14.8293,Bottom Time,8.9307,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Gadidae,Gadus,morhua,COD,1,No
00009.MTS,4167,51.568,Bottom Time,45.6693,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Gobiidae,Gobiusculus,flavescens,TSG,1,No
00009.MTS,6330,53.01,Bottom Time,47.1113,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Labridae,Centrolabrus,exoletus,RCO,1,No
00006.MTS,17433,11.622,Bottom Time,5.7233,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Labridae,Ctenolabrus,rupestris,GOW,1,No
00006.MTS,8853,5.902,Bottom Time,0.0033,SA_24,NWM,9.52,Frame 1,SA24.060718,2018,06/07/2018,11:47,11:55,Mackerel,1,2,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00010.MTS,11127,7.418,Bottom Time,0.6613,SA_25,NWM,32.2,frame tipped at 47mins,SA25.060718,2018,06/07/2018,12:28,13:30,Mackerel,2,3,Gravel,Asteriidae,Asterias,rubens,CSF,1,No
00010.MTS,23752,15.8347,Bottom Time,9.078,SA_25,NWM,32.2,frame tipped at 47mins,SA25.060718,2018,06/07/2018,12:28,13:30,Mackerel,2,3,Gravel,Cionidae,Ciona,intestinalis,VTC,1,No
00010.MTS,13107,8.738,Bottom Time,1.9813,SA_25,NWM,32.2,frame tipped at 47mins,SA25.060718,2018,06/07/2018,12:28,13:30,Mackerel,2,3,Gravel,Galatheidae,Munida,rugosa,SQL,8,No
00011.MTS,8702,5.8013,Bottom Time,0.3433,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Asteriidae,Asterias,rubens,CSF,2,No
00015.MTS,2483,66.6447,Bottom Time,61.1867,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Callionmidae,Callionymus,lyra,DRA,1,No
00011.MTS,8702,5.8013,Bottom Time,0.3433,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Cionidae,Ciona,intestinalis,VTC,5,No
00012.MTS,11803,24.26,Bottom Time,18.802,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Echinidae,Echinus,esculentus,CSU,1,No
00011.MTS,12951,8.634,Bottom Time,3.176,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Gadidae,Gadus,morhua,COD,2,No
00012.MTS,1845,17.6213,Bottom Time,12.1633,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Portunidae,Necora,puber,VSC,2,No
00013.MTS,21398,46.856,Bottom Time,41.398,SA_26,NWM,22.5,,SA26.060718,2018,06/07/2018,12:49,13:58,Mackerel,3,2,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00012.MTS,16801,27.592,Bottom Time,23.0187,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Gadidae,Gadus,morhua,COD,1,No
00011.MTS,7723,5.1487,Bottom Time,0.5753,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Gadidae,Pollachius,pollachius,POL,5,No
00011.MTS,12531,8.354,Bottom Time,3.7807,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Gadidae,Trispoterus,minutus,PCO,1,No
00013.MTS,4451,35.558,Bottom Time,30.9847,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Gobiidae,Gobiusculus,flavescens,TSG,2,No
00011.MTS,9189,6.126,Bottom Time,1.5527,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Labridae,Ctenolabrus,rupestris,GOW,2,No
00011.MTS,7870,5.2467,Bottom Time,0.6733,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Labridae,Labrus,bergylta,BAW,1,No
00013.MTS,12562,40.9653,Bottom Time,36.392,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Portunidae,Necora,puber,VSC,1,No
00012.MTS,11126,23.8087,Bottom Time,19.2353,SA_27,NWM,9.21,,SA27.060718,2018,06/07/2018,13:08,14:13,Mackerel,2,2,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00000.MTS,14087,9.3913,Bottom Time,3.0193,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Cionidae,Ciona,intestinalis,VTC,1,No
00000.MTS,14087,9.3913,Bottom Time,3.0193,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Echinidae,Echinus,esculentus,CSU,1,No
00002.MTS,10428,39.5633,Bottom Time,33.1913,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Gadidae,Gadus,morhua,COD,2,No
00003.MTS,19250,61.644,Bottom Time,55.272,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Galatheidae,Munida,rugosa,SQL,6,No
00002.MTS,11183,40.0667,Bottom Time,33.6947,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Labridae,Ctenolabrus,rupestris,GOW,1,No
00000.MTS,14975,9.9833,Bottom Time,3.6113,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Pleuronectidae,Limanda,limanda,CDA,1,No
00003.MTS,24125,64.894,Bottom Time,58.522,SA_28,NWM,23.4,,SA28.070718,2018,07/07/2018,10:35,11:36,Mackerel,2,2,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,2,No
00003.MTS,6969,53.464,Bottom Time,47.554,SA_29,NWM,32.2,,SA29.070718,2018,07/07/2018,10:49,11:56,Mackerel,1,2,Mud,Callionmidae,Callionymus,lyra,DRA,1,No
00000.MTS,8889,5.926,Bottom Time,0.016,SA_29,NWM,32.2,,SA29.070718,2018,07/07/2018,10:49,11:56,Mackerel,1,2,Mud,Gadidae,Gadus,morhua,COD,1,No
00001.MTS,5658,20.1753,Bottom Time,14.2653,SA_29,NWM,32.2,,SA29.070718,2018,07/07/2018,10:49,11:56,Mackerel,1,2,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
00000.MTS,12153,8.102,Bottom Time,2.192,SA_29,NWM,32.2,,SA29.070718,2018,07/07/2018,10:49,11:56,Mackerel,1,2,Mud,Galatheidae,Munida,rugosa,SQL,1,No
00000.MTS,21800,14.5333,Bottom Time,8.6233,SA_29,NWM,32.2,,SA29.070718,2018,07/07/2018,10:49,11:56,Mackerel,1,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
00002.MTS,20342,46.164,Bottom Time,41.45,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Asteriidae,Asterias,rubens,CSF,1,No
00003.MTS,11564,56.5113,Bottom Time,51.7973,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Echinidae,Echinus,esculentus,CSU,1,No
00000.MTS,13935,9.29,Bottom Time,4.576,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Gadidae,Gadus,morhua,COD,2,No
00001.MTS,2680,18.1827,Bottom Time,13.4687,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Gadidae,Pollachius,pollachius,POL,1,No
00001.MTS,15075,26.446,Bottom Time,21.732,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Gobiidae,Gobiusculus,flavescens,TSG,1,No
00000.MTS,8762,5.8413,Bottom Time,1.1273,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Labridae,Ctenolabrus,rupestris,GOW,1,No
00000.MTS,17338,11.5587,Bottom Time,6.8447,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Labridae,Labrus,mixtus,CUW,1,No
00001.MTS,17038,27.7547,Bottom Time,23.0407,SA_30,NWM,9.03,,SA30.070718,2018,07/07/2018,11:00,12:16,Mackerel,1,3,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00007.MTS,11410,40.2207,Bottom Time,34.6347,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Callionmidae,Callionymus,lyra,DRA,1,No
00006.MTS,17891,28.3273,Bottom Time,22.7413,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Cancridae,Cancer,pagurus,BRC,1,No
00005.MTS,18864,12.576,Bottom Time,6.99,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Cionidae,Ciona,intestinalis,VTC,1,No
00005.MTS,18495,12.33,Bottom Time,6.744,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00008.MTS,4920,52.102,Bottom Time,46.516,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Gadidae,Merlangius,merlangus,WHI,2,No
00005.MTS,10343,6.8953,Bottom Time,1.3093,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Ophiothricidae,Ophiothrix,fragilis,CBS,2,No
00006.MTS,16379,27.3193,Bottom Time,21.7333,SA-31,NWM,22.9,,SA31.070718,2018,07/07/2018,11:49,12:52,Mackerel,3,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,2,No
00005.MTS,9435,6.29,Bottom Time,0.5307,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Asteriidae,Asterias,rubens,CSF,1,No
00008.MTS,20011,62.116,Bottom Time,56.3567,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Cancridae,Cancer,pagurus,BRC,1,No
00006.MTS,9208,22.53,Bottom Time,16.7707,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Gadidae,Gadus,morhua,COD,3,No
00009.MTS,2845,66.862,Bottom Time,61.1027,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
00006.MTS,17434,28.014,Bottom Time,22.2547,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
00005.MTS,16403,10.9353,Bottom Time,5.176,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Galatheidae,Munida,rugosa,SQL,1,No
00007.MTS,22360,47.49,Bottom Time,41.7307,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Paguridae,Pagurus,bernhardus,HRC,1,No
00007.MTS,19349,45.4827,Bottom Time,39.7233,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Portunidae,Carcinus,maenas,SHC,1,No
00007.MTS,5953,36.552,Bottom Time,30.7927,SA_32,NWM,34,,SA32.070718,2018,07/07/2018,12:05,13:13,Mackerel,1,2,Mud,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00005.MTS,17339,11.5593,Bottom Time,6.8987,SA_33,NWM,10.6,,SA33.070718,2018,07/07/2018,12:26,13:36,Mackerel,1,3,Algae,Gadidae,Trispoterus,minutus,PCO,1,No
00006.MTS,9948,23.0233,Bottom Time,18.3627,SA_33,NWM,10.6,,SA33.070718,2018,07/07/2018,12:26,13:36,Mackerel,1,3,Algae,Gobiidae,Gobiusculus,flavescens,TSG,2,No
00005.MTS,12511,8.3407,Bottom Time,3.68,SA_33,NWM,10.6,,SA33.070718,2018,07/07/2018,12:26,13:36,Mackerel,1,3,Algae,Labridae,Ctenolabrus,rupestris,GOW,1,No
00006.MTS,4501,19.392,Bottom Time,14.7313,SA_33,NWM,10.6,,SA33.070718,2018,07/07/2018,12:26,13:36,Mackerel,1,3,Algae,Labridae,Labrus,mixtus,CUW,1,No
00008.MTS,14077,58.1747,Bottom Time,53.514,SA_33,NWM,10.6,,SA33.070718,2018,07/07/2018,12:26,13:36,Mackerel,1,3,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,2,No
00010.MTS,9937,6.6247,Bottom Time,0.702,SA_34,NWM,23.9,,SA34.070718,2018,07/07/2018,13:03,14:09,Mackerel,2,2,AGP,Cionidae,Ciona,intestinalis,VTC,6,No
00011.MTS,13871,25.6547,Bottom Time,19.732,SA_34,NWM,23.9,,SA34.070718,2018,07/07/2018,13:03,14:09,Mackerel,2,2,AGP,Gadidae,Melanogrammus,aeglefinus,HAD,1,No
00011.MTS,9242,22.5687,Bottom Time,16.646,SA_34,NWM,23.9,,SA34.070718,2018,07/07/2018,13:03,14:09,Mackerel,2,2,AGP,Gadidae,Merlangius,merlangus,WHI,1,No
00011.MTS,15460,26.714,Bottom Time,20.7913,SA_34,NWM,23.9,,SA34.070718,2018,07/07/2018,13:03,14:09,Mackerel,2,2,AGP,Pleuronectidae,Limanda,limanda,CDA,1,No
00010.MTS,22579,15.0527,Bottom Time,9.13,SA_34,NWM,23.9,,SA34.070718,2018,07/07/2018,13:03,14:09,Mackerel,2,2,AGP,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00012.MTS,18642,45.0187,Bottom Time,40.0187,SA_35,NWM,32.4,,SA35.070718,2018,07/07/2018,13:27,14:33,Mackerel,2,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,2,No
00011.MTS,20317,29.936,Bottom Time,24.936,SA_35,NWM,32.4,,SA35.070718,2018,07/07/2018,13:27,14:33,Mackerel,2,2,Mud,Gadidae,Merlangius,merlangus,WHI,7,No
00012.MTS,19222,45.4053,Bottom Time,40.4053,SA_35,NWM,32.4,,SA35.070718,2018,07/07/2018,13:27,14:33,Mackerel,2,2,Mud,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00012.MTS,14374,42.1733,Bottom Time,37.4653,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Asteriidae,Asterias,rubens,CSF,1,No
00010.MTS,8795,5.8633,Bottom Time,1.1553,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Gadidae,Gadus,morhua,COD,1,No
00013.MTS,17196,60.254,Bottom Time,55.546,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Gadidae,Trispoterus,minutus,PCO,1,No
00010.MTS,24485,16.3233,Bottom Time,11.6153,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Gobiidae,Gobiusculus,flavescens,TSG,1,No
00012.MTS,17712,44.3987,Bottom Time,39.6907,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Labridae,Ctenolabrus,rupestris,GOW,2,No
00010.MTS,4322,2.8813,Landing Time,1.1753,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Labridae,Labrus,mixtus,CUW,1,No
00010.MTS,16183,10.7887,Bottom Time,6.0807,SA_36,NWM,9.84,,SA36.070718,2018,07/07/2018,13:48,14:51,Mackerel,2,2,Algae,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00003.MTS,11875,56.7113,Bottom Time,51.6893,SA_37,NWM,8.03,Rig tipped and rolled over,SA37.080718,2018,08/07/2018,11:13,12:20,Mackerel,1,2,Algae,Asteriidae,Asterias,rubens,CSF,1,No
00000.MTS,9889,6.5927,Bottom Time,1.5707,SA_37,NWM,8.03,Rig tipped and rolled over,SA37.080718,2018,08/07/2018,11:13,12:20,Mackerel,1,2,Algae,Congridae,Conger,conger,CON,1,No
00000.MTS,14715,9.81,Bottom Time,4.788,SA_37,NWM,8.03,Rig tipped and rolled over,SA37.080718,2018,08/07/2018,11:13,12:20,Mackerel,1,2,Algae,Gadidae,Gadus,morhua,COD,1,No
00003.MTS,22099,63.5273,Bottom Time,58.5053,SA_37,NWM,8.03,Rig tipped and rolled over,SA37.080718,2018,08/07/2018,11:13,12:20,Mackerel,1,2,Algae,Gadidae,Pollachius,pollachius,POL,1,No
00000.MTS,7387,4.9247,Landing Time,2.9147,SA_37,NWM,8.03,Rig tipped and rolled over,SA37.080718,2018,08/07/2018,11:13,12:20,Mackerel,1,2,Algae,Labridae,Ctenolabrus,rupestris,GOW,2,No
00000.MTS,19731,13.154,Bottom Time,8.132,SA_37,NWM,8.03,Rig tipped and rolled over,SA37.080718,2018,08/07/2018,11:13,12:20,Mackerel,1,2,Algae,Portunidae,Necora,puber,VSC,1,No
00001.MTS,7121,21.1593,Bottom Time,14.6127,SA_38,NWM,22,,SA38.080718,2018,08/07/2018,11:27,12:38,Mackerel,3,2,Gravel,Asteriidae,Asterias,rubens,CSF,1,No
00003.MTS,22664,63.9513,Bottom Time,57.4047,SA_38,NWM,22,,SA38.080718,2018,08/07/2018,11:27,12:38,Mackerel,3,2,Gravel,Gadidae,Melanogrammus,aeglefinus,HAD,4,No
00002.MTS,4092,35.354,Bottom Time,28.8073,SA_38,NWM,22,,SA38.080718,2018,08/07/2018,11:27,12:38,Mackerel,3,2,Gravel,Pleuronectidae,Limanda,limanda,CDA,1,No
00004.MTS,1615,66.142,Bottom Time,59.5953,SA_38,NWM,22,,SA38.080718,2018,08/07/2018,11:27,12:38,Mackerel,3,2,Gravel,Portunidae,Necora,puber,VSC,1,No
00003.MTS,14548,58.5407,Bottom Time,51.994,SA_38,NWM,22,,SA38.080718,2018,08/07/2018,11:27,12:38,Mackerel,3,2,Gravel,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00001.MTS,8846,22.3093,Bottom Time,15.7627,SA_38,NWM,22,,SA38.080718,2018,08/07/2018,11:27,12:38,Mackerel,3,2,Gravel,Triglidae,Eutrigla,gurnardus,GGU,1,No
00004.MTS,4085,67.7647,Bottom Time,62.2987,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Callionmidae,Callionymus,lyra,DRA,1,No
00000.MTS,11680,7.7867,Bottom Time,2.3207,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Gadidae,Gadus,morhua,COD,1,No
00000.MTS,11334,7.556,Bottom Time,2.09,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Gadidae,Melanogrammus,aeglefinus,HAD,6,No
00001.MTS,11170,23.8587,Bottom Time,18.3927,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Gadidae,Merlangius,merlangus,WHI,1,No
00000.MTS,24040,16.0267,Bottom Time,10.5607,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Galatheidae,Munida,rugosa,SQL,1,No
00003.MTS,7769,54.0047,Bottom Time,48.5387,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Pleuronectidae,Limanda,limanda,CDA,1,No
00004.MTS,5192,68.5027,Bottom Time,63.0367,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Portunidae,Necora,puber,VSC,1,No
00003.MTS,22972,64.14,Bottom Time,58.674,SA_39,NWM,30.6,,SA39.080718,2018,08/07/2018,11:37,12:56,Mackerel,2,2,Mud,Scyliorhinidae,Scyliorhinus,canicula,LSD,1,No
00008.MTS,4407,51.728,Bottom Time,44.6753,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Asteriidae,Asterias,rubens,CSF,2,No
00005.MTS,10936,7.2907,Bottom Time,0.238,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Gadidae,Gadus,morhua,COD,1,No
00005.MTS,11709,7.806,Bottom Time,0.7533,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Gadidae,Pollachius,pollachius,POL,1,No
00006.MTS,19907,29.6627,Bottom Time,22.61,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Gadidae,Trispoterus,minutus,PCO,1,No
00006.MTS,14614,26.134,Bottom Time,19.0813,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Gobiidae,Gobiusculus,flavescens,TSG,1,No
00005.MTS,11604,7.736,Bottom Time,0.6833,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Labridae,Ctenolabrus,rupestris,GOW,1,No
00007.MTS,10897,39.8553,Bottom Time,32.8027,SA_40,NWM,7.61,,SA40.080718,2018,08/07/2018,12:31,13:32,Mackerel,1,2,Algae,Labridae,Labrus,mixtus,CUW,1,No
00007.MTS,18251,44.798,Bottom Time,39.8047,SA_41,NWM,22.9,,SA41.080718,2018,08/07/2018,12:48,13:51,Mackerel,3,2,Gravel,Ammodytidae,Hyperoplus,lanceolatus,GSE,38,No
